ID, Dup Num, CVE, Date Opened, Status, Severity, Dup Dates
101446,0,,Oct 25 2011 05:02:34,Fixed,High
53039,0,,Aug 23 2010 02:03:09,Fixed,High
90495,0,,Jul 26 2011 10:57:47,WontFix,High
396447,0,,Jul 23 2014 03:51:22,Fixed,High
456631,0,,Feb 09 2015 02:57:17,WontFix,High
154284,0,,Oct 05 2012 11:35:54,Fixed,High
484270,0,,May 04 2015 17:38:32,Fixed,Critical
588568,0,,Feb 22 2016 05:59:02,WontFix,High
323969,0,,Nov 27 2013 17:19:28,Fixed,High
631052,0,2016-5153,Jul 25 2016 15:21:01,Fixed,High
45659,0,,Jun 02 2010 17:56:58,Fixed,High
390176,0,,Jun 30 2014 15:34:06,Fixed,High
658464,0,,Oct 22 2016 00:02:15,WontFix,High
158707,0,,Oct 31 2012 05:38:11,Fixed,High
49318,0,,Jul 16 2010 16:14:40,Fixed,High
64331,0,,Nov 24 2010 16:09:59,Fixed,High
352929,0,,Mar 15 2014 16:33:02,Fixed,High
260087,0,,Jul 13 2013 05:07:18,Fixed,High
458870,0,,Feb 15 2015 23:34:29,Fixed,High
637320,0,2016-5167,Aug 12 2016 16:54:39,Fixed,High
49317,0,2010-1780,Jul 16 2010 16:06:32,Fixed,High
153239,0,,Oct 01 2012 06:34:37,Fixed,High
44658,0,,May 20 2010 16:37:31,Fixed,High
310257,2,,Oct 22 2013 19:29:23,Fixed,High,Oct 22 2013 19:28:41,Oct 22 2013 21:41:11,0,0
470392,0,,Mar 25 2015 02:08:26,Fixed,High
652548,0,2016-5213,Oct 04 2016 02:19:49,Verified,High
222770,0,,Mar 21 2013 16:52:53,Fixed,High
134088,0,,Jun 22 2012 03:00:36,Fixed,High
176676,0,,Feb 16 2013 13:56:53,Fixed,High
543312,2,,,,,Oct 15 2015 10:55:54,Oct 15 2015 10:58:05
534992,0,,Sep 22 2015 22:14:26,Fixed,High
508540,0,2015-5380,Jul 09 2015 15:29:35,Fixed,High
534994,0,,Sep 22 2015 22:16:03,Fixed,High
85041,1,,,,,Jun 04 2011 12:43:13
568797,0,,Dec 10 2015 22:44:18,Fixed,High
568796,0,,Dec 10 2015 22:41:40,Verified,High
41228,1,,,,,Apr 14 2010 10:06:25
162114,0,2013-0829,Nov 20 2012 21:35:54,Fixed,High
174920,0,,Feb 07 2013 16:33:23,Fixed,High
470657,0,,Mar 25 2015 20:39:22,WontFix,High
346141,1,,,,,Feb 25 2014 03:44:34
452793,0,,Jan 28 2015 06:45:35,Fixed,High
285787,0,,Sep 05 2013 15:39:09,Fixed,High
196648,0,,Mar 15 2013 19:07:01,Fixed,High
452794,0,,Jan 28 2015 06:46:18,Fixed,High
122802,0,,Apr 10 2012 18:11:45,WontFix,High
59627,0,,Oct 18 2010 20:03:28,Fixed,High
113439,1,2011-3037,Feb 09 2012 18:58:23,Fixed,High,Feb 09 2012 18:45:24,0
71296,0,,Jan 29 2011 23:57:04,Fixed,High
55831,0,,Sep 16 2010 08:54:44,Fixed,High
59623,0,,Oct 18 2010 19:54:15,Fixed,High
645150,1,,,,,Oct 10 2016 11:23:38
464391,0,,Mar 05 2015 16:29:36,Fixed,High
325071,0,,Dec 03 2013 07:12:07,Fixed,High
294023,0,,Sep 18 2013 09:01:56,Fixed,High
455768,0,,Feb 05 2015 17:39:11,WontFix,High
317423,0,,Nov 11 2013 00:56:04,Fixed,High
487513,2,,,,,May 18 2015 07:39:44,May 18 2015 14:56:54
95761,0,,Sep 08 2011 03:11:44,Fixed,High
83917,0,,May 25 2011 18:00:31,Fixed,High
376433,1,,May 22 2014 19:20:33,Fixed,High,May 23 2014 19:08:55,1
444681,0,,Dec 22 2014 22:50:02,Fixed,High
304967,0,,Oct 07 2013 22:11:09,Fixed,High
442585,0,2015-0310,Dec 16 2014 02:04:17,Fixed,High
112542,0,,Feb 02 2012 23:47:53,Fixed,High
466632,0,,Mar 12 2015 14:58:53,Fixed,High
78270,0,,Apr 03 2011 11:51:49,Fixed,High
645839,0,,Sep 12 2016 01:22:29,Verified,High
172993,0,,Jan 30 2013 00:00:59,Fixed,High
142746,0,,Aug 14 2012 22:14:31,Fixed,High
393425,0,,Jul 12 2014 13:49:58,Fixed,High
27544,0,,Nov 12 2009 21:26:49,Fixed,High
620766,0,,Jun 16 2016 16:21:35,Verified,High
108037,1,2011-3032,Dec 19 2011 09:43:32,Fixed,High,Feb 09 2012 14:29:31,52
637453,0,,Aug 12 2016 23:01:36,WontFix,High
636194,0,,Aug 10 2016 01:36:40,Fixed,High
178266,1,,Feb 25 2013 23:32:21,Fixed,High,Apr 30 2013 00:24:52,64
178269,0,,Feb 25 2013 23:36:15,Fixed,High
160068,0,,Nov 08 2012 17:48:55,Fixed,High
29577,0,,Dec 07 2009 16:53:07,Fixed,High
112436,1,,,,,Feb 02 2012 11:42:12
137852,0,,Jul 18 2012 14:50:55,Fixed,High
264504,0,,Jul 26 2013 00:26:04,Fixed,High
269627,1,,,,,Aug 09 2013 06:23:21
636453,0,,Aug 10 2016 17:27:03,WontFix,High
395641,0,,Jul 21 2014 15:23:11,Fixed,High
636451,0,,Aug 10 2016 17:25:02,WontFix,High
143761,0,,Aug 20 2012 19:26:48,Fixed,High
636457,0,,Aug 10 2016 17:32:50,WontFix,High
68342,0,,Dec 31 2010 08:20:21,Fixed,High
399495,0,,Aug 01 2014 01:02:57,Fixed,High
467644,0,,Mar 16 2015 17:58:29,Fixed,High
115471,0,2011-3033,Feb 23 2012 15:29:23,Fixed,High
178002,1,,Feb 25 2013 00:24:18,Fixed,High,Mar 24 2013 21:29:03,27
178003,0,,Feb 25 2013 00:29:05,Fixed,High
59554,0,,Oct 18 2010 09:27:35,Fixed,High
223034,1,,Mar 22 2013 05:00:03,Fixed,High,Mar 22 2013 05:00:08,0
177688,1,,Feb 22 2013 16:58:44,Fixed,High,Feb 22 2013 16:58:26,0
385691,0,,Jun 17 2014 17:26:38,Fixed,High
689125,0,,Feb 06 2017 19:05:35,WontFix,High
516365,0,,Aug 03 2015 16:54:57,Fixed,High
381534,0,,Jun 06 2014 05:27:43,Fixed,High
132241,0,2012-3702  2012-3712,Jun 12 2012 10:58:20,Fixed,High
468933,0,,Mar 19 2015 21:04:36,Fixed,High
468936,0,2015-1234,Mar 19 2015 21:10:20,Fixed,High
582703,0,,Jan 30 2016 06:09:59,Fixed,High
613607,0,,May 20 2016 17:18:44,Fixed,High
50712,1,,Jul 30 2010 03:03:48,Fixed,High,Jul 30 2010 03:04:48,0
421332,0,2015-1296,Oct 08 2014 06:53:53,Fixed,High
561869,0,,Nov 26 2015 04:25:30,Fixed,High
